dataset,alpha,algo,seed,chicken_violations,kernel_count,heuristic_violations,total_violations,chicken_ms,heuristic_ms
WikiSigned,1.00,venus,34,0,4,27355,27355,13993,46401
WikiSigned,1.00,venus,31,0,4,27335,27335,13993,57306
WikiSigned,1.00,venus,33,0,4,27573,27573,13993,63166
WikiSigned,1.00,venus,32,0,4,27268,27268,13993,68457
WikiSigned,1.00,venus,28,0,4,27392,27392,13993,96153
WikiSigned,1.00,venus,29,0,4,27164,27164,13993,98545
WikiSigned,1.00,venus,30,0,4,27254,27254,13993,93672
WikiSigned,1.00,venus,37,0,4,27204,27204,13993,61547
WikiSigned,1.00,venus,36,0,4,27428,27428,13993,72933
WikiSigned,1.00,venus,35,0,4,27255,27255,13993,108164
WikiSigned,1.00,venus,42,0,4,27317,27317,13993,47626
WikiSigned,1.00,venus,40,0,4,27175,27175,13993,75622
WikiSigned,1.00,venus,45,0,4,27308,27308,13993,66027
WikiSigned,1.00,venus,39,0,4,27428,27428,13993,97523
WikiSigned,1.00,venus,46,0,4,27301,27301,13993,57145
WikiSigned,1.00,venus,41,0,4,27202,27202,13993,86507
WikiSigned,1.00,venus,38,0,4,27157,27157,13993,102558
WikiSigned,1.00,venus,44,0,4,27296,27296,13993,73496
WikiSigned,1.00,venus,43,0,4,27299,27299,13993,75843
WikiSigned,1.00,venus,47,0,4,27276,27276,13993,45842
WikiSigned,1.00,venus,48,0,4,27192,27192,13993,53334
WikiSigned,1.00,venus,49,0,4,27265,27265,13993,43659
WikiSigned,1.00,venus,50,0,4,27190,27190,13993,42967
WikiSigned,0.90,gaia,10,7383,5,20362,27745,21832,30010
WikiSigned,0.90,gaia,7,7383,5,20448,27831,21832,31517
WikiSigned,0.90,gaia,6,7383,5,20108,27491,21832,31898
WikiSigned,0.90,gaia,9,7383,5,20543,27926,21832,39934
WikiSigned,0.90,gaia,3,7383,5,20256,27639,21832,40094
WikiSigned,0.90,gaia,5,7383,5,20576,27959,21832,44886
WikiSigned,0.90,gaia,1,7383,5,20418,27801,21832,47937
WikiSigned,0.90,gaia,8,7383,5,20486,27869,21832,50832
WikiSigned,0.90,gaia,4,7383,5,20774,28157,21832,59685
WikiSigned,0.90,gaia,11,7383,5,20599,27982,21832,30023
WikiSigned,0.90,gaia,15,7383,5,20507,27890,21832,23506
WikiSigned,0.90,gaia,12,7383,5,20811,28194,21832,36851
WikiSigned,0.90,gaia,16,7383,5,20420,27803,21832,27807
WikiSigned,0.90,gaia,14,7383,5,20869,28252,21832,34204
WikiSigned,0.90,gaia,13,7383,5,20229,27612,21832,44389
WikiSigned,0.90,gaia,2,7383,5,20294,27677,21832,77829
WikiSigned,0.90,gaia,18,7383,5,20963,28346,21832,32412
WikiSigned,0.90,gaia,19,7383,5,21064,28447,21832,25546
WikiSigned,0.90,gaia,20,7383,5,20766,28149,21832,27121
WikiSigned,0.90,gaia,17,7383,5,20506,27889,21832,54877
WikiSigned,0.90,gaia,23,7383,5,20438,27821,21832,33922
WikiSigned,0.90,gaia,25,7383,5,20679,28062,21832,31618
WikiSigned,0.90,gaia,27,7383,5,20895,28278,21832,24694
WikiSigned,0.90,gaia,29,7383,5,20474,27857,21832,23394
WikiSigned,0.90,gaia,28,7383,5,20425,27808,21832,41233
WikiSigned,0.90,gaia,22,7383,5,20572,27955,21832,60750
WikiSigned,0.90,gaia,21,7383,5,20405,27788,21832,69667
WikiSigned,0.90,gaia,24,7383,5,20474,27857,21832,62842
WikiSigned,0.90,gaia,26,7383,5,20346,27729,21832,63035
WikiSigned,0.90,gaia,31,7383,5,20685,28068,21832,36826
WikiSigned,0.90,gaia,30,7383,5,20361,27744,21832,46845
WikiSigned,0.90,gaia,33,7383,5,20562,27945,21832,54508
WikiSigned,0.90,gaia,32,7383,5,20441,27824,21832,57113
WikiSigned,0.90,gaia,40,7383,5,21018,28401,21832,25930
WikiSigned,0.90,gaia,36,7383,5,20401,27784,21832,44381
WikiSigned,0.90,gaia,38,7383,5,20758,28141,21832,39021
WikiSigned,0.90,gaia,35,7383,5,20151,27534,21832,53999
WikiSigned,0.90,gaia,39,7383,5,20681,28064,21832,42017
WikiSigned,0.90,gaia,37,7383,5,20150,27533,21832,52715
WikiSigned,0.90,gaia,34,7383,5,20293,27676,21832,84059
WikiSigned,0.90,gaia,44,7383,5,20728,28111,21832,25853
WikiSigned,0.90,gaia,45,7383,5,20564,27947,21832,30395
WikiSigned,0.90,gaia,42,7383,5,20331,27714,21832,44232
WikiSigned,0.90,gaia,41,7383,5,20665,28048,21832,58315
WikiSigned,0.90,gaia,46,7383,5,20466,27849,21832,42012
WikiSigned,0.90,gaia,43,7383,5,20377,27760,21832,55446
WikiSigned,0.90,gaia,47,7383,5,20270,27653,21832,40628
WikiSigned,0.90,venus,1,7383,5,19941,27324,21832,25908
WikiSigned,0.90,gaia,50,7383,5,20734,28117,21832,26823
WikiSigned,0.90,gaia,48,7383,5,20722,28105,21832,54417
WikiSigned,0.90,gaia,49,7383,5,20396,27779,21832,53053
WikiSigned,0.90,venus,4,7383,5,19551,26934,21832,36608
WikiSigned,0.90,venus,3,7383,5,19692,27075,21832,40466
WikiSigned,0.90,venus,2,7383,5,19799,27182,21832,44143
WikiSigned,0.90,venus,9,7383,5,19784,27167,21832,31468
WikiSigned,0.90,venus,5,7383,5,19821,27204,21832,35372
WikiSigned,0.90,venus,6,7383,5,19825,27208,21832,38077
WikiSigned,0.90,venus,7,7383,5,19585,26968,21832,41748
WikiSigned,0.90,venus,8,7383,5,20023,27406,21832,42893
WikiSigned,0.90,venus,11,7383,5,19541,26924,21832,35001
WikiSigned,0.90,venus,10,7383,5,19581,26964,21832,39142
WikiSigned,0.90,venus,13,7383,5,19480,26863,21832,29908
WikiSigned,0.90,venus,14,7383,5,19515,26898,21832,32588
WikiSigned,0.90,venus,15,7383,5,19577,26960,21832,31851
WikiSigned,0.90,venus,19,7383,5,19496,26879,21832,25904
WikiSigned,0.90,venus,16,7383,5,19973,27356,21832,38199
WikiSigned,0.90,venus,18,7383,5,19507,26890,21832,29097
WikiSigned,0.90,venus,17,7383,5,19749,27132,21832,35278
WikiSigned,0.90,venus,21,7383,5,19647,27030,21832,29194
WikiSigned,0.90,venus,20,7383,5,19578,26961,21832,32880
WikiSigned,0.90,venus,22,7383,5,19721,27104,21832,31779
WikiSigned,0.90,venus,12,7383,5,19620,27003,21832,71413
WikiSigned,0.90,venus,28,7383,5,19503,26886,21832,28426
WikiSigned,0.90,venus,25,7383,5,19726,27109,21832,32791
WikiSigned,0.90,venus,23,7383,5,19506,26889,21832,42308
WikiSigned,0.90,venus,29,7383,5,19744,27127,21832,18796
WikiSigned,0.90,venus,24,7383,5,19403,26786,21832,44542
WikiSigned,0.90,venus,31,7383,5,19623,27006,21832,22584
WikiSigned,0.90,venus,27,7383,5,19447,26830,21832,41371
WikiSigned,0.90,venus,26,7383,5,19527,26910,21832,42025
WikiSigned,0.90,venus,30,7383,5,19954,27337,21832,31100
WikiSigned,0.90,venus,32,7383,5,19495,26878,21832,23395
WikiSigned,0.90,venus,33,7383,5,19793,27176,21832,27438
WikiSigned,0.90,venus,35,7383,5,19725,27108,21832,31171
WikiSigned,0.90,venus,39,7383,5,19776,27159,21832,24715
WikiSigned,0.90,venus,34,7383,5,19931,27314,21832,38288
WikiSigned,0.90,venus,36,7383,5,19503,26886,21832,37919
WikiSigned,0.90,venus,37,7383,5,19610,26993,21832,34008
WikiSigned,0.90,venus,43,7383,5,19774,27157,21832,23789
WikiSigned,0.90,venus,41,7383,5,19825,27208,21832,37801
WikiSigned,0.90,venus,38,7383,5,19486,26869,21832,46041
WikiSigned,0.90,venus,42,7383,5,19620,27003,21832,39137
WikiSigned,0.90,venus,40,7383,5,19573,26956,21832,45290
WikiSigned,0.90,venus,44,7383,5,19646,27029,21832,29331
WikiSigned,0.90,venus,48,7383,5,19917,27300,21832,23056
WikiSigned,0.90,venus,45,7383,5,19461,26844,21832,28917
WikiSigned,0.90,venus,47,7383,5,19816,27199,21832,27944
WikiSigned,0.90,venus,49,7383,5,19727,27110,21832,18219
WikiSigned,0.90,venus,46,7383,5,19480,26863,21832,34818
WikiSigned,0.90,venus,50,7383,5,19847,27230,21832,23025
WikiSigned,0.80,gaia,9,17126,5,10872,27998,22323,7751
WikiSigned,0.80,gaia,3,17126,5,11002,28128,22323,8202
WikiSigned,0.80,gaia,5,17126,5,10940,28066,22323,9244
WikiSigned,0.80,gaia,10,17126,5,10500,27626,22323,9336
WikiSigned,0.80,gaia,6,17126,5,10652,27778,22323,11196
WikiSigned,0.80,gaia,2,17126,5,11064,28190,22323,13974
WikiSigned,0.80,gaia,7,17126,5,10942,28068,22323,14078
WikiSigned,0.80,gaia,4,17126,5,10789,27915,22323,15119
WikiSigned,0.80,gaia,14,17126,5,11057,28183,22323,11704
WikiSigned,0.80,gaia,12,17126,5,10278,27404,22323,13317
WikiSigned,0.80,gaia,11,17126,5,11046,28172,22323,15683
WikiSigned,0.80,gaia,1,17126,5,11328,28454,22323,23957
WikiSigned,0.80,gaia,16,17126,5,10795,27921,22323,12223
WikiSigned,0.80,gaia,13,17126,5,11019,28145,22323,17288
WikiSigned,0.80,gaia,18,17126,5,10350,27476,22323,12650
WikiSigned,0.80,gaia,17,17126,5,11047,28173,22323,15396
WikiSigned,0.80,gaia,8,17126,5,10304,27430,22323,30130
WikiSigned,0.80,gaia,20,17126,5,10240,27366,22323,10076
WikiSigned,0.80,gaia,15,17126,5,11233,28359,22323,20446
WikiSigned,0.80,gaia,19,17126,5,11134,28260,22323,10752
WikiSigned,0.80,gaia,26,17126,5,10590,27716,22323,8265
WikiSigned,0.80,gaia,22,17126,5,10505,27631,22323,14652
WikiSigned,0.80,gaia,23,17126,5,10507,27633,22323,14211
WikiSigned,0.80,gaia,21,17126,5,10559,27685,22323,18309
WikiSigned,0.80,gaia,24,17126,5,10410,27536,22323,15897
WikiSigned,0.80,gaia,27,17126,5,12407,29533,22323,16447
WikiSigned,0.80,gaia,32,17126,5,10515,27641,22323,8184
WikiSigned,0.80,gaia,30,17126,5,10389,27515,22323,15020
WikiSigned,0.80,gaia,28,17126,5,11007,28133,22323,17981
WikiSigned,0.80,gaia,25,17126,5,10620,27746,22323,24426
WikiSigned,0.80,gaia,29,17126,5,10620,27746,22323,20982
WikiSigned,0.80,gaia,34,17126,5,11199,28325,22323,11095
WikiSigned,0.80,gaia,31,17126,5,11584,28710,22323,16079
WikiSigned,0.80,gaia,33,17126,5,10518,27644,22323,14911
WikiSigned,0.80,gaia,38,17126,5,10917,28043,22323,11246
WikiSigned,0.80,gaia,40,17126,5,10809,27935,22323,6582
WikiSigned,0.80,gaia,37,17126,5,10505,27631,22323,13931
WikiSigned,0.80,gaia,35,17126,5,10828,27954,22323,19829
WikiSigned,0.80,gaia,36,17126,5,11018,28144,22323,15730
WikiSigned,0.80,gaia,41,17126,5,10656,27782,22323,10927
WikiSigned,0.80,gaia,43,17126,5,10781,27907,22323,12419
WikiSigned,0.80,gaia,42,17126,5,10705,27831,22323,14090
WikiSigned,0.80,gaia,39,17126,5,10504,27630,22323,17803
WikiSigned,0.80,gaia,44,17126,5,10712,27838,22323,14995
WikiSigned,0.80,gaia,45,17126,5,10731,27857,22323,14129
WikiSigned,0.80,venus,3,17126,5,10091,27217,22323,6163
WikiSigned,0.80,gaia,48,17126,5,10580,27706,22323,13417
WikiSigned,0.80,gaia,50,17126,5,10731,27857,22323,13384
WikiSigned,0.80,gaia,46,17126,5,10960,28086,22323,18616
WikiSigned,0.80,gaia,49,17126,5,10623,27749,22323,15111
WikiSigned,0.80,gaia,47,17126,5,10508,27634,22323,17049
WikiSigned,0.80,venus,4,17126,5,10064,27190,22323,9631
WikiSigned,0.80,venus,2,17126,5,10210,27336,22323,14099
WikiSigned,0.80,venus,1,17126,5,10449,27575,22323,14967
WikiSigned,0.80,venus,6,17126,5,10217,27343,22323,10068
WikiSigned,0.80,venus,7,17126,5,10133,27259,22323,9070
WikiSigned,0.80,venus,11,17126,5,10213,27339,22323,9433
WikiSigned,0.80,venus,5,17126,5,10257,27383,22323,15495
WikiSigned,0.80,venus,8,17126,5,10004,27130,22323,11637
WikiSigned,0.80,venus,14,17126,5,10461,27587,22323,9133
WikiSigned,0.80,venus,12,17126,5,10112,27238,22323,10485
WikiSigned,0.80,venus,10,17126,5,10004,27130,22323,13214
WikiSigned,0.80,venus,9,17126,5,10098,27224,22323,13954
WikiSigned,0.80,venus,15,17126,5,9996,27122,22323,10335
WikiSigned,0.80,venus,16,17126,5,10236,27362,22323,10788
WikiSigned,0.80,venus,19,17126,5,10404,27530,22323,9142
WikiSigned,0.80,venus,21,17126,5,10338,27464,22323,8483
WikiSigned,0.80,venus,13,17126,5,10235,27361,22323,19131
WikiSigned,0.80,venus,17,17126,5,10277,27403,22323,13163
WikiSigned,0.80,venus,18,17126,5,10223,27349,22323,13871
WikiSigned,0.80,venus,24,17126,5,10090,27216,22323,8184
WikiSigned,0.80,venus,22,17126,5,10423,27549,22323,13173
WikiSigned,0.80,venus,20,17126,5,10205,27331,22323,14745
WikiSigned,0.80,venus,25,17126,5,10150,27276,22323,10741
WikiSigned,0.80,venus,23,17126,5,10290,27416,22323,15165
WikiSigned,0.80,venus,27,17126,5,10297,27423,22323,7706
WikiSigned,0.80,venus,26,17126,5,10071,27197,22323,11675
WikiSigned,0.80,venus,28,17126,5,10137,27263,22323,9261
WikiSigned,0.80,venus,29,17126,5,10114,27240,22323,10150
WikiSigned,0.80,venus,31,17126,5,9957,27083,22323,9984
WikiSigned,0.80,venus,30,17126,5,10296,27422,22323,12911
WikiSigned,0.80,venus,35,17126,5,10329,27455,22323,10289
WikiSigned,0.80,venus,33,17126,5,10240,27366,22323,12764
WikiSigned,0.80,venus,32,17126,5,10259,27385,22323,14421
WikiSigned,0.80,venus,34,17126,5,10175,27301,22323,12182
WikiSigned,0.80,venus,38,17126,5,10288,27414,22323,10988
WikiSigned,0.80,venus,37,17126,5,10201,27327,22323,11367
WikiSigned,0.80,venus,39,17126,5,10121,27247,22323,11010
WikiSigned,0.80,venus,41,17126,5,10214,27340,22323,8066
WikiSigned,0.80,venus,36,17126,5,10178,27304,22323,17111
WikiSigned,0.80,venus,45,17126,5,10198,27324,22323,9427
WikiSigned,0.80,venus,42,17126,5,10206,27332,22323,11355
WikiSigned,0.80,venus,40,17126,5,10126,27252,22323,16134
WikiSigned,0.80,venus,43,17126,5,10215,27341,22323,10555
WikiSigned,0.80,venus,48,17126,5,10355,27481,22323,6912
WikiSigned,0.80,venus,44,17126,5,10114,27240,22323,11783
WikiSigned,0.80,venus,46,17126,5,10258,27384,22323,12064
WikiSigned,0.80,venus,47,17126,5,10247,27373,22323,12182
WikiSigned,0.80,venus,50,17126,5,10182,27308,22323,11251
WikiSigned,0.80,venus,49,17126,5,10167,27293,22323,13061
WikiSigned,0.70,gaia,7,23633,6,4616,28249,22469,1782
WikiSigned,0.70,gaia,6,23633,6,4618,28251,22469,1961
WikiSigned,0.70,gaia,5,23633,6,4508,28141,22469,1995
WikiSigned,0.70,gaia,2,23633,6,4507,28140,22469,3492
WikiSigned,0.70,gaia,12,23633,6,4549,28182,22469,1790
WikiSigned,0.70,gaia,3,23633,6,4520,28153,22469,4361
WikiSigned,0.70,gaia,9,23633,6,4648,28281,22469,5166
WikiSigned,0.70,gaia,8,23633,6,4601,28234,22469,5380
WikiSigned,0.70,gaia,10,23633,6,4590,28223,22469,5899
WikiSigned,0.70,gaia,4,23633,6,4475,28108,22469,6108
WikiSigned,0.70,gaia,17,23633,6,4558,28191,22469,1888
WikiSigned,0.70,gaia,14,23633,6,4591,28224,22469,3778
WikiSigned,0.70,gaia,13,23633,6,4443,28076,22469,6015
WikiSigned,0.70,gaia,11,23633,6,4754,28387,22469,6886
WikiSigned,0.70,gaia,18,23633,6,4698,28331,22469,3519
WikiSigned,0.70,gaia,19,23633,6,4449,28082,22469,3419
WikiSigned,0.70,gaia,1,23633,6,4675,28308,22469,9559
WikiSigned,0.70,gaia,15,23633,6,4413,28046,22469,6031
WikiSigned,0.70,gaia,20,23633,6,4592,28225,22469,3780
WikiSigned,0.70,gaia,23,23633,6,4514,28147,22469,1971
WikiSigned,0.70,gaia,21,23633,6,4835,28468,22469,4468
WikiSigned,0.70,gaia,24,23633,6,4490,28123,22469,2932
WikiSigned,0.70,gaia,16,23633,6,4630,28263,22469,7990
WikiSigned,0.70,gaia,26,23633,6,4677,28310,22469,3901
WikiSigned,0.70,gaia,30,23633,6,4600,28233,22469,3238
WikiSigned,0.70,gaia,22,23633,6,4591,28224,22469,7254
WikiSigned,0.70,gaia,25,23633,6,4487,28120,22469,5637
WikiSigned,0.70,gaia,28,23633,6,4672,28305,22469,4849
WikiSigned,0.70,gaia,29,23633,6,4643,28276,22469,5118
WikiSigned,0.70,gaia,27,23633,6,4617,28250,22469,5706
WikiSigned,0.70,gaia,31,23633,6,4573,28206,22469,3911
WikiSigned,0.70,gaia,32,23633,6,4817,28450,22469,4587
WikiSigned,0.70,gaia,34,23633,6,4455,28088,22469,3361
WikiSigned,0.70,gaia,38,23633,6,4953,28586,22469,2460
WikiSigned,0.70,gaia,35,23633,6,4479,28112,22469,4599
WikiSigned,0.70,gaia,39,23633,6,4415,28048,22469,3226
WikiSigned,0.70,gaia,33,23633,6,4520,28153,22469,5978
WikiSigned,0.70,gaia,41,23633,6,4518,28151,22469,3813
WikiSigned,0.70,gaia,40,23633,6,4657,28290,22469,4527
WikiSigned,0.70,gaia,37,23633,6,4724,28357,22469,5341
WikiSigned,0.70,gaia,44,23633,6,4701,28334,22469,3454
WikiSigned,0.70,gaia,36,23633,6,4738,28371,22469,6178
WikiSigned,0.70,gaia,46,23633,6,4673,28306,22469,2787
WikiSigned,0.70,gaia,42,23633,6,4532,28165,22469,5446
WikiSigned,0.70,gaia,48,23633,6,4639,28272,22469,3827
WikiSigned,0.70,gaia,49,23633,6,4567,28200,22469,3654
WikiSigned,0.70,gaia,43,23633,6,4661,28294,22469,7084
WikiSigned,0.70,venus,1,23633,6,4425,28058,22469,3142
WikiSigned,0.70,venus,2,23633,6,4482,28115,22469,3485
WikiSigned,0.70,venus,3,23633,6,4521,28154,22469,3209
WikiSigned,0.70,gaia,47,23633,6,4438,28071,22469,7021
WikiSigned,0.70,gaia,45,23633,6,4848,28481,22469,8103
WikiSigned,0.70,venus,5,23633,6,4552,28185,22469,3219
WikiSigned,0.70,venus,4,23633,6,4340,27973,22469,5214
WikiSigned,0.70,gaia,50,23633,6,4632,28265,22469,7047
WikiSigned,0.70,venus,8,23633,6,4435,28068,22469,4101
WikiSigned,0.70,venus,7,23633,6,4395,28028,22469,4569
WikiSigned,0.70,venus,9,23633,6,4346,27979,22469,4291
WikiSigned,0.70,venus,6,23633,6,4480,28113,22469,5333
WikiSigned,0.70,venus,10,23633,6,4395,28028,22469,5008
WikiSigned,0.70,venus,11,23633,6,4284,27917,22469,4102
WikiSigned,0.70,venus,12,23633,6,4314,27947,22469,4970
WikiSigned,0.70,venus,19,23633,6,4306,27939,22469,2871
WikiSigned,0.70,venus,16,23633,6,4604,28237,22469,4177
WikiSigned,0.70,venus,14,23633,6,4378,28011,22469,5184
WikiSigned,0.70,venus,18,23633,6,4277,27910,22469,3585
WikiSigned,0.70,venus,15,23633,6,4390,28023,22469,5663
WikiSigned,0.70,venus,20,23633,6,4257,27890,22469,3525
WikiSigned,0.70,venus,13,23633,6,4343,27976,22469,6512
WikiSigned,0.70,venus,17,23633,6,4320,27953,22469,4801
WikiSigned,0.70,venus,21,23633,6,4292,27925,22469,4152
WikiSigned,0.70,venus,22,23633,6,4377,28010,22469,4374
WikiSigned,0.70,venus,27,23633,6,4549,28182,22469,2929
WikiSigned,0.70,venus,24,23633,6,4465,28098,22469,3983
WikiSigned,0.70,venus,26,23633,6,4245,27878,22469,4571
WikiSigned,0.70,venus,25,23633,6,4398,28031,22469,5081
WikiSigned,0.70,venus,31,23633,6,4379,28012,22469,4135
WikiSigned,0.70,venus,29,23633,6,4323,27956,22469,4983
WikiSigned,0.70,venus,28,23633,6,4335,27968,22469,5126
WikiSigned,0.70,venus,23,23633,6,4372,28005,22469,7076
WikiSigned,0.70,venus,30,23633,6,4262,27895,22469,6341
WikiSigned,0.70,venus,34,23633,6,4341,27974,22469,3760
WikiSigned,0.70,venus,38,23633,6,4297,27930,22469,2664
WikiSigned,0.70,venus,33,23633,6,4312,27945,22469,5415
WikiSigned,0.70,venus,32,23633,6,4323,27956,22469,6124
WikiSigned,0.70,venus,39,23633,6,4333,27966,22469,3670
WikiSigned,0.70,venus,35,23633,6,4396,28029,22469,5304
WikiSigned,0.70,venus,41,23633,6,4422,28055,22469,3242
WikiSigned,0.70,venus,36,23633,6,4362,27995,22469,5856
WikiSigned,0.70,venus,43,23633,6,4235,27868,22469,2734
WikiSigned,0.70,venus,40,23633,6,4517,28150,22469,4780
WikiSigned,0.70,venus,42,23633,6,4456,28089,22469,3875
WikiSigned,0.70,venus,37,23633,6,4342,27975,22469,6109
WikiSigned,0.70,venus,44,23633,6,4504,28137,22469,3263
WikiSigned,0.70,venus,47,23633,6,4237,27870,22469,3163
WikiSigned,0.70,venus,50,23633,6,4377,28010,22469,2271
WikiSigned,0.70,venus,45,23633,6,4236,27869,22469,4088
WikiSigned,0.70,venus,49,23633,6,4408,28041,22469,2603
WikiSigned,0.70,venus,46,23633,6,4583,28216,22469,4625
WikiSigned,0.70,venus,48,23633,6,4458,28091,22469,3852
WikiSigned,0.60,gaia,5,30191,1,24,30215,22459,18
WikiSigned,0.60,gaia,6,30191,1,22,30213,22459,19
WikiSigned,0.60,gaia,10,30191,1,30,30221,22459,19
WikiSigned,0.60,gaia,7,30191,1,31,30222,22459,20
WikiSigned,0.60,gaia,4,30191,1,34,30225,22459,21
WikiSigned,0.60,gaia,3,30191,1,23,30214,22459,21
WikiSigned,0.60,gaia,8,30191,1,44,30235,22459,25
WikiSigned,0.60,gaia,2,30191,1,41,30232,22459,26
WikiSigned,0.60,gaia,1,30191,1,29,30220,22459,27
WikiSigned,0.60,gaia,9,30191,1,20,30211,22459,31
WikiSigned,0.60,gaia,15,30191,1,19,30210,22459,16
WikiSigned,0.60,gaia,16,30191,1,19,30210,22459,19
WikiSigned,0.60,gaia,12,30191,1,28,30219,22459,25
WikiSigned,0.60,gaia,13,30191,1,23,30214,22459,26
WikiSigned,0.60,gaia,11,30191,1,35,30226,22459,28
WikiSigned,0.60,gaia,14,30191,1,28,30219,22459,29
WikiSigned,0.60,gaia,17,30191,1,26,30217,22459,29
WikiSigned,0.60,gaia,18,30191,1,34,30225,22459,34
WikiSigned,0.60,gaia,21,30191,1,26,30217,22459,23
WikiSigned,0.60,gaia,19,30191,1,21,30212,22459,37
WikiSigned,0.60,gaia,27,30191,1,36,30227,22459,15
WikiSigned,0.60,gaia,24,30191,1,23,30214,22459,24
WikiSigned,0.60,gaia,22,30191,1,34,30225,22459,32
WikiSigned,0.60,gaia,25,30191,1,20,30211,22459,30
WikiSigned,0.60,gaia,23,30191,1,28,30219,22459,33
WikiSigned,0.60,gaia,26,30191,1,30,30221,22459,28
WikiSigned,0.60,gaia,20,30191,1,32,30223,22459,53
WikiSigned,0.60,gaia,28,30191,1,39,30230,22459,28
WikiSigned,0.60,gaia,29,30191,1,38,30229,22459,32
WikiSigned,0.60,gaia,31,30191,1,24,30215,22459,24
WikiSigned,0.60,gaia,34,30191,1,37,30228,22459,20
WikiSigned,0.60,gaia,36,30191,1,33,30224,22459,20
WikiSigned,0.60,gaia,32,30191,1,45,30236,22459,32
WikiSigned,0.60,gaia,30,30191,1,33,30224,22459,43
WikiSigned,0.60,gaia,35,30191,1,40,30231,22459,28
WikiSigned,0.60,gaia,37,30191,1,30,30221,22459,28
WikiSigned,0.60,gaia,33,30191,1,29,30220,22459,40
WikiSigned,0.60,gaia,38,30191,1,25,30216,22459,24
WikiSigned,0.60,gaia,41,30191,1,36,30227,22459,19
WikiSigned,0.60,gaia,39,30191,1,30,30221,22459,24
WikiSigned,0.60,gaia,42,30191,1,32,30223,22459,23
WikiSigned,0.60,gaia,46,30191,1,20,30211,22459,14
WikiSigned,0.60,gaia,44,30191,1,26,30217,22459,24
WikiSigned,0.60,gaia,43,30191,1,20,30211,22459,28
WikiSigned,0.60,gaia,48,30191,1,22,30213,22459,18
WikiSigned,0.60,gaia,40,30191,1,32,30223,22459,41
WikiSigned,0.60,gaia,45,30191,1,22,30213,22459,31
WikiSigned,0.60,gaia,47,30191,1,30,30221,22459,32
WikiSigned,0.60,gaia,49,30191,1,38,30229,22459,29
WikiSigned,0.60,gaia,50,30191,1,44,30235,22459,44
WikiSigned,0.60,venus,5,30191,1,46,30237,22459,50
WikiSigned,0.60,venus,3,30191,1,32,30223,22459,56
WikiSigned,0.60,venus,4,30191,1,40,30231,22459,65
WikiSigned,0.60,venus,1,30191,1,37,30228,22459,72
WikiSigned,0.60,venus,2,30191,1,36,30227,22459,73
WikiSigned,0.60,venus,8,30191,1,27,30218,22459,58
WikiSigned,0.60,venus,6,30191,1,29,30220,22459,71
WikiSigned,0.60,venus,7,30191,1,39,30230,22459,89
WikiSigned,0.60,venus,9,30191,1,18,30209,22459,89
WikiSigned,0.60,venus,10,30191,1,24,30215,22459,76
WikiSigned,0.60,venus,12,30191,1,24,30215,22459,48
WikiSigned,0.60,venus,13,30191,1,27,30218,22459,50
WikiSigned,0.60,venus,16,30191,1,39,30230,22459,58
WikiSigned,0.60,venus,17,30191,1,37,30228,22459,55
WikiSigned,0.60,venus,15,30191,1,31,30222,22459,64
WikiSigned,0.60,venus,14,30191,1,30,30221,22459,66
WikiSigned,0.60,venus,11,30191,1,30,30221,22459,85
WikiSigned,0.60,venus,18,30191,1,30,30221,22459,49
WikiSigned,0.60,venus,19,30191,1,32,30223,22459,56
WikiSigned,0.60,venus,22,30191,1,39,30230,22459,47
WikiSigned,0.60,venus,20,30191,1,22,30213,22459,73
WikiSigned,0.60,venus,21,30191,1,21,30212,22459,65
WikiSigned,0.60,venus,24,30191,1,34,30225,22459,61
WikiSigned,0.60,venus,23,30191,1,39,30230,22459,64
WikiSigned,0.60,venus,25,30191,1,30,30221,22459,69
WikiSigned,0.60,venus,28,30191,1,39,30230,22459,61
WikiSigned,0.60,venus,26,30191,1,20,30211,22459,75
WikiSigned,0.60,venus,27,30191,1,33,30224,22459,72
WikiSigned,0.60,venus,30,30191,1,36,30227,22459,55
WikiSigned,0.60,venus,29,30191,1,29,30220,22459,66
WikiSigned,0.60,venus,31,30191,1,23,30214,22459,55
WikiSigned,0.60,venus,32,30191,1,26,30217,22459,62
WikiSigned,0.60,venus,33,30191,1,20,30211,22459,59
WikiSigned,0.60,venus,36,30191,1,35,30226,22459,52
WikiSigned,0.60,venus,38,30191,1,30,30221,22459,51
WikiSigned,0.60,venus,37,30191,1,23,30214,22459,53
WikiSigned,0.60,venus,35,30191,1,26,30217,22459,65
WikiSigned,0.60,venus,34,30191,1,26,30217,22459,79
WikiSigned,0.60,venus,42,30191,1,39,30230,22459,43
WikiSigned,0.60,venus,39,30191,1,31,30222,22459,69
WikiSigned,0.60,venus,40,30191,1,34,30225,22459,63
WikiSigned,0.60,venus,41,30191,1,24,30215,22459,55
WikiSigned,0.60,venus,44,30191,1,34,30225,22459,46
WikiSigned,0.60,venus,46,30191,1,39,30230,22459,51
WikiSigned,0.60,venus,43,30191,1,28,30219,22459,63
WikiSigned,0.60,venus,45,30191,1,31,30222,22459,58
WikiSigned,0.60,venus,47,30191,1,40,30231,22459,55
WikiSigned,0.60,venus,49,30191,1,33,30224,22459,37
WikiSigned,0.60,venus,48,30191,1,27,30218,22459,56
WikiSigned,0.60,venus,50,30191,1,30,30221,22459,63
