instance, struct, config, seed, edge_weight,current, best_batch, best,best_plus_negative_edge_weight, epochs_since_restart, current_temp, runtime_ms
bundestag_signed.json, config_gaia_chunks_10.json, intervals10.json, 1, 397497, 2558, 2555, 2555, -73983, 50, 0, 15258
chess_signed.json, config_venus_chunks_10.json, clusters14.json, 1, 32650, 9123, 9101, 9101, -4481, 50, 0.0000000000008113808361320893, 10218
chess_signed.json, config_gaia_chunks_10.json, clusters14.json, 1, 32650, 9123, 9109, 9109, -4481, 50, 0, 11297
chess_signed.json, config_venus_chunks_100.json, clusters8.json, 1, 32650, 9155, 9145, 9145, -4449, 50, 0.0000000003558320855808919, 6324
chess_signed.json, config_venus_chunks_10.json, clusters4.json, 1, 32650, 9118, 9089, 9089, -4486, 50, 0.0000000000000000000012661647312884715, 7900
bundestag_signed.json, config_gaia_chunks_10.json, intervals8.json, 1, 397497, 2542, 2541, 2541, -73999, 50, 0, 13131
bundestag_signed.json, config_venus_chunks_10.json, intervals6.json, 1, 397497, 1031, 1030, 1030, -75510, 50, 0.005926078823523769, 13259
chess_signed.json, config_gaia_chunks_100.json, clusters10.json, 1, 32650, 9246, 9241, 9241, -4358, 50, 0, 13585
chess_signed.json, config_gaia_chunks_10.json, clusters6.json, 1, 32650, 9087, 9080, 9080, -4517, 50, 0, 8511
chess_signed.json, config_gaia_chunks_10.json, clusters16.json, 1, 32650, 9117, 9084, 9084, -4487, 50, 0, 11703
bundestag_signed.json, config_venus_chunks_100.json, intervals6.json, 1, 397497, 2071, 2071, 2071, -74470, 50, 0.005926078823523769, 13909
bundestag_signed.json, config_venus_chunks_10.json, intervals8.json, 1, 397497, 11726, 11725, 11725, -64815, 50, 0.04502366839841621, 14042
chess_signed.json, config_venus_chunks_100.json, clusters12.json, 1, 32650, 9135, 9129, 9129, -4469, 50, 0.000000000000000000048719455768152116, 13328
chess_signed.json, config_venus_chunks_100.json, intervals4.json, 1, 32650, 7364, 7360, 7360, -6240, 50, 0.0000000027034513552394156, 4118
chess_signed.json, config_venus_chunks_10.json, clusters8.json, 1, 32650, 9229, 9210, 9210, -4375, 50, 0.000000000009247682058835016, 7445
chess_signed.json, config_gaia_chunks_100.json, intervals6.json, 1, 32650, 6791, 6791, 6791, -6813, 50, 0, 3411
chess_signed.json, config_venus_chunks_100.json, clusters6.json, 1, 32650, 9229, 9228, 9228, -4375, 50, 0.00000000000000000001443106411643159, 9849
bundestag_signed.json, config_venus_chunks_100.json, intervals8.json, 1, 397497, 11725, 11725, 11725, -64816, 50, 0.06754225682330665, 14980
chess_signed.json, config_gaia_chunks_10.json, clusters8.json, 1, 32650, 9173, 9156, 9156, -4431, 50, 0, 8912
chess_signed.json, config_venus_chunks_10.json, intervals10.json, 1, 32650, 6550, 6508, 6508, -7054, 50, 0.0000000012012936408901694, 7942
chess_signed.json, config_venus_chunks_100.json, clusters10.json, 1, 32650, 9407, 9406, 9406, -4197, 50, 0.00000000000000000000003290621993784258, 14579
chess_signed.json, config_venus_chunks_10.json, intervals6.json, 1, 32650, 6658, 6636, 6636, -6946, 50, 0.00000023409932254396388, 4412
chess_signed.json, config_gaia_chunks_100.json, clusters14.json, 1, 32650, 9266, 9265, 9265, -4338, 50, 0, 14832
chess_signed.json, config_gaia_chunks_10.json, intervals4.json, 1, 32650, 7331, 7306, 7306, -6273, 50, 0, 5663
